2983,610008377534 
2995,7973578458523 
3007,928663481581 
3020,004132575712 
3032,0239714078352 
3043,988385250682 
3055,897578374635 
3067,7517540522044 
3079,551114562464 
3091,2958611954596 
3102,9861942565803 
3114,6223130708963 
3126,2044159874636 
3137,7327003835953 
3149,2073626691013 
3160,628598290495 
3171,9966017351667 
3183,3115665355253 
3194,5736852731106 
3205,7831495826745 
3216,940150156226 
3228,0448767470502 
3239,0975181736976 
3250,098262323938 
3261,0472961586897 
3271,944805715917 
3282,790976114497 
3293,5859915580595 
3304,3300353387963 
3315,0232898412423 
3325,6659365460296 
3336,2581560336107 
3346,800127987957 
3357,292031200225 
3367,7340435724027 
3378,1263421209173 
3388,469102980229 
3398,7625014063888 
3409,006711780573 
3419,2019076125894 
3429,348261544362 
3439,445945353386 
3449,4951299561553 
3459,495985411573 
3469,448680924325 
3479,3533848482384 
3489,2102646896096 
3499,019487110511 
3508,781217932071 
3518,4956221377297 
3528,1628638764732 
3537,783106466043 
3547,356512396119 
3556,883243331482 
3566,3634601151543 
3575,797322771513 
3585,1849905093836 
3594,526621725111 
3603,8223740056073 
3613,072404131375 
3622,276868079513 
3631,4359210266957 
3640,5497173521335 
3649,618410640512 
3658,6421536849057 
3667,621098489677 
3676,5553962733475 
3685,445197471452 
3694,290651739372 
3703,091907955147 
3711,849114222266 
3720,5624178724393 
3729,231965468347 
3737,857902806375 
3746,4403749193216 
3754,9795260790925 
3763,475499799371 
3771,9284388382716 
3780,338485200974 
3788,7057801423357 
3797,0304641694906 
3805,312677044423 
3813,5525577865274 
3821,7502446751473 
3829,905875252098 
3838,0195863241674 
3846,091513965601 
3854,1217935205705 
3862,110559605623 
3870,057946112111 
3877,964086208607 
3885,8291123432996 
3893,6531562463733 
3901,4363489323687 
3909,1788207025284 
3916,8807011471254 
3924,5421191477726 
3932,1632028797185 
3939,744079814124 
3947,284876720324 
3954,785719668072 
3962,246734029769 
3969,668044482675 
3977,049775011109 
3984,3920489086213 
3991,6949887801693 
3998,958716544257 
4006,1833534350744 
4013,3690200046112 
4020,515836124765 
4027,623920989423 
4034,6933931165363 
4041,724370350178 
4048,7169698625844 
4055,6713081561825 
4062,5875010656014 
4069,4656637596727 
4076,305910743412 
4083,1083558599885 
4089,8731122926793 
4096,600292566809 
4103,290008551677 
4109,942371462468 
4116,557491862151 
4123,135479663366 
4129,676444130287 
4136,180493880485 
4142,647736886772 
4149,078280479022 
4155,472231345997 
4161,829695537142 
4168,150778464379 
4174,435584903879 
4180,6842189978315 
4186,896784256186 
4193,073383558394 
4199,214119155135 
4205,319092670023 
4211,388405101306 
4217,422156823557 
4223,42044758934 
4229,383376530879 
4235,311042161698 
4241,203542378265 
4247,060974461612 
4252,883435078949 
4258,67102028526 
4264,4238255248965 
4270,141945633147 
4275,825474837808 
4281,474506760731 
4287,089134419365 
4292,669450228286 
4298,2155460007125 
4303,727512950013 
4309,2054416912015 
4314,649422242415 
4320,059544026394 
4325,435895871935 
4330,778566015342 
4336,087642101872 
4341,36321118715 
4346,605359738596 
4351,814173636824 
4356,98973817704 
4362,132138070423 
4367,241457445503 
4372,317779849521 
4377,361188249776 
4382,371765034977 
4387,349592016567 
4392,294750430045 
4397,207320936276 
4402,087383622794 
4406,935018005091 
4411,750303027894 
4416,53331706644 
4421,284137927732 
4426,002842851793 
4430,689508512897 
4435,344211020814 
4439,96702592202 
4444,5580282009105 
4449,117292281002 
4453,6448920261255 
4458,140900741606 
4462,605391175437 
4467,038435519445 
4471,440105410441 
4475,81047193137 
4480,14960561244 
4484,4575764322535 
4488,734453818926 
4492,980306651191 
4497,195203259502 
4501,37921142712 
4505,532398391199 
4509,654830843858 
4513,746574933242 
4517,8076962645855 
4521,838259901249 
4525,8383303657665 
4529,807971640867 
4533,747247170508 
4537,6562198608735 
4541,534952081392 
4545,383505665724 
4549,201941912757 
4552,990321587581 
4556,748704922462 
4560,477151617806 
4564,175720843115 
4567,844471237937 
4571,483460912801 
4575,092747450155 
4578,67238790529 
4582,222438807252 
4585,742956159758 
4589,233995442095 
4592,695611610012 
4596,1278590966085 
4599,530791813217 
4602,904463150271 
4606,24892597817 
4609,564232648139 
4612,85043499308 
4616,107584328411 
4619,335731452906 
4622,534926649524 
4625,705219686228 
4628,846659816805 
4631,959295781672 
4635,043175808679 
4638,098347613903 
4641,12485840244 
4644,12275486918 
4647,0920831995945 
4650,032889070491 
4652,9452176507875 
4655,8291136022635 
4658,684621080314 
4661,511783734688 
4664,310644710231 
4667,0812466476145 
4669,823631684066 
4672,537841454081 
4675,223917090147 
4677,881899223444 
4680,51182798455 
4683,113743004139 
4685,687683413671 
4688,233687846077 
4690,751794436443 
4693,242040822681 
4695,704464146199 
4698,139101052568 
4700,54598769218 
4702,9251597208995 
4705,2766523007185 
4707,600500100394 
4709,896737296092 
4712,165397572021 
4714,406514121057 
4716,620119645375 
4718,806246357064 
4720,964925978751 
4723,0961897442 
4725,20006839893 
4727,276592200812 
4729,3257909206695 
4731,34769384287 
4733,342329765919 
4735,309727003045 
4737,24991338278 
4739,16291624954 
4741,048762464202 
4742,907478404668 
4744,73908996644 
4746,543622563178 
4748,32110112727 
4750,071550110376 
4751,794993483993 
4753,49145474 
4755,160956891211 
4756,803522471914 
4758,4191735384165 
4760,007931669586 
4761,569817967381 
4763,104853057393 
4764,61305708937 
4766,094449737752 
4767,549050202194 
4768,976877208091 
4770,377949007099 
4771,75228337766 
4773,099897625517 
4774,420808584229 
4775,71503261569 
4776,982585610639 
4778,223482989173 
4779,437739701258 
4780,625370227237 
4781,786388578337 
4782,920808297178 
4784,028642458279 
4785,109903668558 
4786,164604067842 
4787,192755329367 
4788,194368660284 
4789,169454802159 
4790,118024031473 
4791,040086160134 
4791,935650535965 
4792,804726043217 
4793,647321103069 
4794,463443674126 
4795,25310125293 
4796,016300874455 
4796,753049112618 
4797,463352080783 
4798,147215432265 
4798,804644360836 
4799,435643601243 
4800,040217429705 
4800,618369664431 
4801,170103666137 
4801,695422338552 
4802,194328128941 
4802,666823028623 
4803,112908573493 
4803,5325858445385 
4803,9258554683765 
4804,292717617775 
4804,633172012187 
4804,947217918285 
4805,234854150495 
4805,496079071545 
4805,730890593003 
4805,93928617583 
4806,121262830925 
4806,276817119689 
4806,405945154582 
4806,508642599682 
4806,584904671265 
4806,634726138367 
4806,65810132337 
4806,655024102583 
4806,625487906831 
4806,569485722045 
4806,487010089869 
4806,3780531082575 
4806,242606432094 
4806,080661273802 
4805,892208403973 
4805,677238151995 
4805,435740406689 
4805,167704616953 
4804,873119792417 
4804,551974504095 
4804,204256885054 
4803,829954631089 
4803,429055001405 
4803,001544819303 
4802,547410472882 
4802,0666379157465 
4801,5592126677175 
4801,025119815566 
4800,464344013739 
4799,87686948511 
4799,262680021726 
4798,621758985579 
4797,954089309373 
4797,259653497316 
4796,538433625912 
4795,790411344762 
4795,015567877394 
4794,21388402208 
4793,385340152686 
4792,529916219524 
4791,647591750215 
4790,7383458505665 
4789,8021572054695 
4788,839004079798 
4787,848864319327 
4786,831715351671 
4785,787534187219 
4784,716297420104 
4783,617981229173 
4782,492561378978 
4781,340013220781 
4780,160311693573 
4778,953431325115 
4777,719346232983 
4776,458030125648 
4775,169456303548 
4773,853597660203 
4772,510426683331 
4771,139915455984 
4769,742035657708 
4768,316758565716 
4766,864055056085 
4765,383895604962 
4763,876250289806 
4762,341088790632 
4760,778380391288 
4759,188093980749 
4757,57019805443 
4755,924660715518 
4754,25144967634 
4752,550532259727 
4750,821875400435 
4749,065445646553 
4747,281209160961 
4745,469131722806 
4743,629178728984 
4741,761315195674 
4739,865505759883 
4737,941714681008 
4735,989905842445 
4734,010042753208 
4732,002088549574 
4729,966005996772 
4727,9017574906775 
4725,809305059551 
4723,6886103658 
4721,539634707771 
4719,362339021565 
4717,156683882895 
4714,92262950896 
4712,660135760361 
4710,369162143045 
4708,049667810279 
4705,701611564655 
4703,324951860138 
4700,919646804135 
4698,485654159603 
4696,022931347196 
4693,531435447443 
4691,011123202955 
4688,461951020685 
4685,883874974208 
4683,276850806049 
4680,6408339300415 
4677,9757794337365 
4675,28164208083 
4672,558376313655 
4669,805936255692 
4667,024275714139 
4664,213348182504 
4661,373106843259 
4658,503504570523 
4655,6044939327885 
4652,676027195707 
4649,718056324902 
4646,730532988836 
